card_id,customer_id,card_type,network,card_limit_usd
1566,3497,credit,mastercard,10206.0
1567,715,credit,visa,7504.0
1568,4092,credit,visa,4115.0
1569,4499,credit,visa,5780.0
1570,3670,credit,mastercard,5901.0
1571,762,credit,visa,7487.0
1572,2614,credit,visa,8097.0
1573,271,credit,visa,7424.0
1574,3864,credit,visa,7873.0
1575,4787,credit,mastercard,6094.0
1576,179,credit,mastercard,7873.0
1577,546,credit,mastercard,4822.0
1578,4664,credit,visa,3898.0
1579,3999,credit,mastercard,16713.0
1580,4116,debit,visa,1459.0
1581,1043,debit,mastercard,1491.0
1582,3189,debit,visa,2907.0
1583,4144,credit,mastercard,22145.0
1584,344,debit,discover,4042.0
1585,1419,credit,mastercard,11766.0
1586,1475,debit,amex,2250.0
1587,2708,debit,visa,5000.0
1588,1269,credit,mastercard,6263.0
1589,1710,debit,visa,1719.0
1590,1286,debit,mastercard,1396.0
1591,319,debit,mastercard,1723.0
1592,3361,credit,mastercard,10049.0
1593,3194,debit,discover,1532.0
1594,4381,credit,discover,13456.0
1595,2881,debit,visa,2170.0
1596,3409,debit,amex,2727.0
1597,1797,debit,amex,3828.0
1598,1944,debit,mastercard,2053.0
1599,2062,credit,visa,6676.0
1600,4847,credit,visa,12826.0
1601,2363,credit,visa,11709.0
1602,4313,credit,visa,6171.0
1603,1604,debit,visa,2223.0
1604,3428,credit,visa,5572.0
1605,1371,credit,mastercard,5803.0
1606,1988,credit,mastercard,3842.0
1607,4295,credit,visa,3042.0
1608,3420,debit,amex,1431.0
1609,2432,credit,visa,11012.0
1610,2040,credit,visa,9612.0
1611,3999,credit,visa,4265.0
1612,776,debit,mastercard,1579.0
1613,4244,debit,visa,2508.0
1614,3095,credit,mastercard,2400.0
1615,1645,credit,visa,16092.0
1616,3491,debit,visa,2847.0
1617,4956,debit,visa,996.0
1618,1747,credit,visa,12101.0
1619,1966,debit,discover,2541.0
1620,4647,debit,mastercard,3572.0
1621,1722,credit,visa,12446.0
1622,4272,debit,mastercard,2933.0
1623,4499,debit,mastercard,1765.0
1624,2915,credit,visa,13685.0
1625,411,debit,discover,1381.0
1626,302,debit,visa,1235.0
1627,1405,credit,visa,8847.0
1628,87,credit,mastercard,2877.0
1629,3814,credit,amex,8478.0
1630,3200,credit,visa,9651.0
1631,2274,credit,visa,7154.0
1632,4070,credit,mastercard,11858.0
1633,668,credit,mastercard,7626.0
1634,2502,credit,visa,7140.0
1635,1693,debit,discover,1717.0
1636,118,credit,visa,4110.0
1637,2393,debit,mastercard,2223.0
1638,725,debit,amex,2652.0
1639,230,credit,visa,10124.0
1640,1057,debit,visa,2645.0
1641,974,debit,visa,1821.0
1642,3139,debit,mastercard,2693.0
1643,3966,credit,mastercard,5009.0
1644,2431,credit,mastercard,7085.0
1645,3206,credit,visa,4265.0
1646,512,credit,visa,5904.0
1647,3934,credit,visa,3824.0
1648,2509,credit,visa,9195.0
1649,2143,credit,mastercard,15024.0
1650,4348,debit,amex,2143.0
1651,1569,credit,mastercard,3957.0
1652,2196,debit,visa,1376.0
1653,4631,credit,discover,6471.0
1654,749,debit,visa,1761.0
1655,2610,credit,discover,6336.0
1656,2891,credit,visa,11370.0
1657,3501,credit,visa,9164.0
1658,4647,credit,mastercard,2902.0
1659,1720,credit,visa,7221.0
1660,580,credit,amex,3780.0
1661,1996,debit,mastercard,692.0
1662,783,credit,visa,5715.0
1663,3640,debit,visa,2469.0
1664,2835,credit,visa,6918.0
1665,3788,debit,mastercard,1931.0
1666,1700,debit,visa,1856.0
1667,4773,credit,visa,4490.0
1668,4478,debit,visa,1271.0
1669,4579,debit,visa,1839.0
1670,3564,debit,visa,3302.0
1671,936,debit,visa,1189.0
1672,736,credit,visa,4364.0
1673,4786,credit,amex,9566.0
1674,4354,debit,mastercard,2220.0
1675,4404,debit,visa,2021.0
1676,3212,debit,mastercard,1436.0
1677,4284,credit,visa,7049.0
1678,2469,credit,visa,14956.0
1679,811,debit,visa,1614.0
1680,1283,credit,visa,5983.0
1681,4258,debit,amex,1593.0
1682,3249,credit,visa,12082.0
1683,4988,credit,mastercard,5381.0
1684,4493,debit,visa,3036.0
1685,3797,debit,visa,1083.0
1686,193,credit,mastercard,3343.0
1687,926,credit,visa,3640.0
1688,1876,credit,visa,6691.0
1689,179,credit,visa,11447.0
1690,4679,credit,visa,8281.0
1691,1141,credit,amex,11970.0
1692,1915,credit,mastercard,2994.0
1693,3373,debit,amex,4201.0
1694,180,credit,amex,1689.0
1695,3182,debit,visa,1301.0
1696,508,debit,amex,3546.0
1697,4513,credit,discover,5949.0
1698,3454,credit,visa,2209.0
1699,1679,debit,mastercard,2531.0
1700,3501,debit,visa,2762.0
1701,1571,credit,visa,8623.0
1702,576,credit,visa,17671.0
1703,49,credit,visa,6045.0
1704,1097,credit,visa,19346.0
1705,3539,credit,mastercard,2550.0
1706,2820,credit,visa,4795.0
1707,1366,debit,visa,2491.0
1708,3433,credit,visa,10126.0
1709,1942,credit,discover,3824.0
1710,784,credit,mastercard,11592.0
1711,3396,credit,visa,9876.0
1712,2282,debit,mastercard,1716.0
1713,3323,credit,mastercard,6620.0
1714,2811,credit,mastercard,4137.0
1715,507,credit,amex,9457.0
1716,249,debit,visa,1651.0
1717,504,debit,visa,2268.0
1718,1119,credit,amex,14766.0
1719,1121,credit,mastercard,5982.0
1720,4595,debit,visa,4919.0
1721,3916,debit,mastercard,1414.0
1722,4400,debit,mastercard,1208.0
1723,2372,debit,visa,3068.0
1724,1613,debit,mastercard,1750.0
1725,2015,credit,visa,4925.0
1726,4340,credit,visa,13683.0
1727,1778,debit,visa,1083.0
1728,3163,credit,visa,9557.0
1729,724,credit,visa,6720.0
1730,4909,credit,visa,5840.0
1731,3209,credit,visa,3344.0
1732,4832,debit,visa,3456.0
1733,1474,credit,visa,5893.0
1734,3085,debit,visa,1684.0
1735,1371,credit,visa,4498.0
1736,2340,credit,mastercard,7505.0
1737,1615,credit,mastercard,18632.0
1738,712,debit,mastercard,2128.0
1739,2211,debit,mastercard,2408.0
1740,2652,debit,visa,1900.0
1741,786,debit,visa,2357.0
1742,1992,debit,visa,2412.0
1743,469,debit,mastercard,1622.0
1744,3229,credit,mastercard,7847.0
1745,1565,debit,mastercard,1861.0
1746,448,credit,amex,4934.0
1747,2567,credit,visa,8141.0
1748,4175,debit,amex,2539.0
1749,4957,credit,mastercard,7754.0
1750,4836,credit,mastercard,2416.0
1751,869,credit,visa,7757.0
1752,1047,credit,visa,4164.0
1753,4465,credit,visa,12868.0
1754,3164,credit,visa,7103.0
1755,2716,credit,visa,6798.0
1756,4010,credit,visa,8321.0
1757,324,credit,visa,4410.0
1758,2773,credit,visa,11903.0
1759,2863,credit,discover,9609.0
1760,4678,credit,visa,5158.0
1761,2337,credit,discover,4001.0
1762,2560,credit,mastercard,5504.0
1763,4004,debit,visa,2239.0
1764,1353,debit,visa,3214.0
1765,350,credit,visa,5279.0
1766,2359,credit,visa,4936.0
1767,3053,debit,visa,1672.0
1768,2440,credit,mastercard,6020.0
1769,3532,credit,visa,8468.0
1770,1269,credit,mastercard,6739.0
1771,72,credit,visa,8111.0
1772,3935,debit,mastercard,1999.0
1773,4254,debit,discover,1484.0
1774,3089,debit,visa,2525.0
1775,1570,credit,visa,1682.0
1776,1852,debit,discover,2810.0
1777,2399,credit,discover,4987.0
1778,2109,credit,mastercard,7042.0
1779,1119,debit,mastercard,3617.0
1780,1859,credit,visa,8729.0
1781,1491,credit,mastercard,9534.0
1782,2240,credit,visa,3321.0
1783,1878,credit,mastercard,7419.0
1784,2641,debit,mastercard,1914.0
1785,4034,debit,visa,1368.0
1786,1655,credit,mastercard,5254.0
1787,290,debit,mastercard,2971.0
1788,4091,credit,visa,2821.0
1789,932,debit,mastercard,3724.0
1790,4642,credit,mastercard,3718.0
1791,2644,credit,visa,3160.0
1792,2615,credit,visa,7281.0
1793,2045,debit,visa,2892.0
1794,3557,credit,visa,8081.0
1795,3265,credit,visa,3244.0
1796,4653,credit,mastercard,6196.0
1797,83,credit,visa,9323.0
1798,960,credit,mastercard,6197.0
1799,1389,credit,visa,7807.0
1800,949,credit,mastercard,5331.0
1801,4742,credit,visa,5473.0
1802,364,credit,mastercard,4770.0
1803,607,credit,visa,9009.0
1804,2211,debit,mastercard,2036.0
1805,1322,debit,visa,1984.0
1806,1656,credit,discover,9676.0
1807,3020,credit,visa,3250.0
1808,2803,debit,amex,2933.0
1809,4322,credit,visa,3372.0
1810,2256,debit,visa,1471.0
1811,4687,credit,mastercard,3352.0
1812,951,credit,visa,4780.0
1813,973,credit,mastercard,9044.0
1814,1956,credit,visa,6379.0
1815,585,credit,mastercard,4954.0
1816,145,credit,visa,6083.0
1817,1857,credit,mastercard,2373.0
1818,2687,credit,mastercard,8830.0
1819,1389,credit,mastercard,2156.0
1820,1356,debit,mastercard,1618.0
1821,487,debit,mastercard,1029.0
1822,562,debit,mastercard,2786.0
1823,4417,debit,mastercard,2490.0
1824,330,debit,visa,2683.0
1825,3514,debit,visa,2031.0
1826,3573,credit,mastercard,18168.0
1827,1017,debit,mastercard,1590.0
1828,1237,debit,amex,1872.0
1829,1839,debit,discover,1385.0
1830,3294,debit,mastercard,2996.0
1831,184,credit,mastercard,8006.0
1832,4078,credit,mastercard,12529.0
1833,1705,credit,visa,1910.0
1834,2500,credit,visa,6095.0
1835,4550,credit,mastercard,13965.0
1836,666,credit,mastercard,8075.0
1837,4739,debit,visa,2815.0
1838,3073,debit,mastercard,1093.0
1839,2135,credit,amex,9424.0
1840,359,credit,visa,10988.0
1841,338,credit,visa,7332.0
1842,4086,debit,amex,1649.0
1843,2010,credit,visa,8278.0
1844,3808,credit,visa,3948.0
1845,4167,credit,mastercard,3696.0
1846,2011,credit,mastercard,9908.0
1847,1583,debit,mastercard,1824.0
1848,1346,credit,mastercard,4576.0
1849,3184,debit,mastercard,2121.0
1850,3548,debit,mastercard,1797.0
1851,1748,credit,mastercard,7323.0
1852,2837,credit,visa,3707.0
1853,2700,debit,visa,2023.0
1854,726,credit,visa,5258.0
1855,2629,credit,visa,7968.0
1856,3796,debit,visa,1346.0
1857,4811,debit,visa,2868.0
1858,1670,credit,visa,9255.0
1859,1194,debit,mastercard,996.0
1860,4470,credit,visa,4723.0
1861,4598,debit,visa,2873.0
1862,4148,credit,mastercard,5102.0
1863,1678,credit,mastercard,10258.0
1864,1380,debit,mastercard,1996.0
1865,3125,credit,visa,9485.0
1866,1277,credit,mastercard,8453.0
1867,3848,credit,mastercard,6286.0
1868,1990,credit,visa,9683.0
1869,1636,credit,visa,3075.0
1870,4023,debit,visa,1165.0
1871,1776,credit,visa,4505.0
1872,654,debit,visa,2427.0
1873,3975,debit,visa,2936.0
1874,1581,debit,visa,3638.0
1875,3277,credit,mastercard,6666.0
1876,3296,credit,mastercard,7111.0
1877,416,credit,discover,7253.0
1878,168,credit,visa,8837.0
1879,4102,credit,mastercard,3536.0
1880,280,debit,visa,1867.0
1881,1660,debit,mastercard,4025.0
1882,3811,credit,mastercard,1641.0
1883,889,debit,mastercard,3532.0
1884,2612,debit,mastercard,861.0
1885,579,debit,mastercard,2369.0
1886,2789,credit,mastercard,2613.0
1887,3568,credit,visa,5286.0
1888,1245,credit,visa,7357.0
1889,1410,credit,mastercard,7490.0
1890,2659,credit,mastercard,3629.0
1891,3957,credit,visa,5314.0
1892,2726,credit,discover,7977.0
1893,3508,credit,discover,7475.0
1894,2069,debit,visa,2111.0
1895,644,credit,mastercard,9703.0
1896,4823,credit,visa,6282.0
1897,3982,debit,visa,2078.0
1898,247,credit,discover,5730.0
1899,1380,credit,visa,9389.0
1900,2075,credit,visa,9557.0
1901,408,debit,amex,2546.0
1902,4288,debit,visa,3139.0
1903,864,credit,discover,4817.0
1904,1032,credit,visa,4006.0
1905,1584,debit,visa,1819.0
1906,4675,credit,discover,7193.0
1907,1130,credit,visa,3034.0
1908,2128,debit,mastercard,1848.0
1909,3412,debit,visa,1316.0
1910,783,debit,mastercard,4330.0
1911,446,debit,visa,1399.0
1912,466,credit,mastercard,12027.0
1913,919,debit,discover,2234.0
1914,1636,credit,visa,6524.0
1915,4704,credit,visa,12542.0
1916,4599,credit,mastercard,17349.0
1917,2847,debit,discover,1888.0
1918,4696,credit,visa,4582.0
1919,145,debit,discover,1635.0
1920,2817,credit,amex,3257.0
1921,2221,debit,mastercard,2416.0
1922,591,credit,visa,12752.0
1923,2766,credit,mastercard,8830.0
1924,2283,credit,mastercard,4320.0
1925,3818,credit,mastercard,30000.0
1926,2089,credit,visa,3324.0
1927,2146,credit,mastercard,9044.0
1928,1156,debit,mastercard,1046.0
1929,2363,credit,visa,16164.0
1930,381,debit,mastercard,2201.0
1931,2832,credit,visa,5754.0
1932,1908,credit,visa,2685.0
1933,1369,credit,visa,18795.0
1934,1860,debit,visa,1982.0
1935,4460,credit,mastercard,8435.0
1936,3520,debit,mastercard,1420.0
1937,4263,credit,visa,5036.0
1938,1972,credit,visa,2178.0
1939,1969,debit,mastercard,2025.0
1940,66,debit,visa,1714.0
1941,3411,credit,discover,7781.0
1942,101,debit,mastercard,2885.0
1943,4862,credit,amex,9157.0
1944,3438,credit,mastercard,10198.0
1945,2328,credit,discover,5695.0
1946,3304,credit,mastercard,3440.0
1947,4969,credit,visa,5770.0
1948,802,credit,mastercard,4595.0
1949,3730,credit,visa,6470.0
1950,4332,credit,mastercard,5182.0
1951,2933,debit,visa,1809.0
1952,3314,credit,mastercard,12500.0
1953,2531,credit,mastercard,6183.0
1954,771,credit,mastercard,5625.0
1955,4905,credit,visa,3818.0
1956,1439,credit,discover,5231.0
1957,1929,debit,mastercard,1507.0
1958,4869,credit,visa,3652.0
1959,284,credit,visa,7197.0
1960,2039,credit,visa,5248.0
1961,2780,credit,visa,9646.0
1962,1184,credit,mastercard,5540.0
1963,3351,credit,visa,7026.0
1964,2621,debit,visa,1916.0
1965,1311,debit,mastercard,1145.0
1966,1028,credit,visa,4356.0
1967,1434,debit,amex,3074.0
1968,3959,debit,visa,2658.0
1969,2605,credit,mastercard,6777.0
1970,3972,debit,amex,1402.0
1971,3592,debit,visa,1855.0
1972,4005,credit,visa,10357.0
1973,4276,debit,amex,1865.0
1974,3087,debit,visa,1731.0
1975,1802,debit,mastercard,1709.0
1976,3471,credit,amex,10451.0
1977,4723,credit,visa,4693.0
1978,1608,debit,mastercard,1389.0
1979,2439,credit,mastercard,7080.0
1980,4395,debit,discover,2963.0
1981,2987,credit,mastercard,5046.0
1982,721,debit,mastercard,2217.0
1983,1753,credit,visa,7447.0
1984,1273,credit,mastercard,7851.0
1985,2388,credit,mastercard,4327.0
1986,4964,debit,discover,1305.0
1987,4197,credit,visa,6331.0
1988,4802,debit,visa,2173.0
1989,3708,credit,discover,4431.0
1990,2539,credit,mastercard,3477.0
1991,3300,credit,visa,2284.0
1992,2496,credit,visa,9633.0
1993,206,credit,amex,10636.0
1994,585,credit,discover,2429.0
1995,2775,debit,visa,2426.0
1996,3299,credit,mastercard,5494.0
1997,1269,credit,visa,12192.0
1998,156,credit,visa,5972.0
1999,349,credit,mastercard,8715.0
2000,1572,credit,visa,5364.0
2001,4306,credit,visa,4705.0
2002,2092,debit,visa,2306.0
2003,4867,credit,visa,11375.0
2004,4470,credit,visa,3518.0
2005,4292,debit,discover,1390.0
2006,4843,debit,visa,3315.0
2007,1211,credit,mastercard,2067.0
2008,4870,debit,visa,2848.0
2009,4620,credit,mastercard,8549.0
2010,3995,credit,mastercard,3109.0
2011,963,credit,discover,2462.0
2012,1450,credit,visa,5180.0
2013,3262,credit,mastercard,4845.0
2014,227,credit,visa,13158.0
2015,4109,credit,visa,6674.0
2016,2129,debit,mastercard,2044.0
2017,109,debit,mastercard,2419.0
2018,1487,credit,visa,14535.0
2019,1976,credit,mastercard,4248.0
2020,3276,debit,mastercard,2375.0
2021,3012,credit,visa,3027.0
2022,1856,debit,mastercard,2763.0
2023,3097,debit,mastercard,3405.0
2024,4454,credit,amex,10264.0
2025,1751,credit,mastercard,6233.0
2026,1871,credit,amex,3150.0
2027,509,credit,visa,6354.0
2028,1890,credit,mastercard,4727.0
2029,1421,debit,discover,2698.0
2030,3796,credit,visa,5360.0
2031,566,credit,visa,5303.0
2032,2951,credit,mastercard,19673.0
2033,3861,credit,visa,9894.0
2034,1277,credit,visa,11361.0
2035,339,credit,mastercard,5136.0
2036,3384,debit,mastercard,4167.0
2037,2942,credit,visa,11310.0
2038,2815,debit,visa,1938.0
2039,4399,credit,visa,3487.0
2040,521,credit,visa,5122.0
2041,989,credit,visa,4200.0
2042,2337,credit,mastercard,8440.0
2043,2811,credit,mastercard,11421.0
2044,4594,credit,discover,5518.0
2045,3094,credit,discover,5510.0
2046,1059,credit,discover,2494.0
2047,4260,credit,visa,4117.0
2048,2074,credit,visa,14096.0
2049,4342,credit,visa,8487.0
2050,1380,debit,mastercard,2120.0
2051,3958,credit,discover,5527.0
2052,2685,credit,visa,5788.0
2053,2779,credit,mastercard,6696.0
2054,4876,credit,mastercard,7802.0
2055,772,credit,visa,13201.0
2056,1550,debit,mastercard,1687.0
2057,916,credit,visa,6192.0
2058,4165,credit,visa,4462.0
2059,4253,debit,discover,1608.0
2060,4192,debit,visa,1067.0
2061,1191,credit,visa,15894.0
2062,1298,debit,mastercard,2891.0
2063,2011,credit,visa,7444.0
2064,3864,credit,mastercard,16759.0
2065,3757,debit,visa,2216.0
2066,4941,credit,visa,9911.0
2067,3922,debit,visa,967.0
2068,4771,credit,mastercard,7684.0
2069,1332,credit,visa,6208.0
2070,3029,credit,discover,10060.0
2071,2666,credit,visa,3844.0
2072,759,credit,amex,8181.0
2073,4736,credit,amex,4331.0
2074,597,credit,visa,8561.0
2075,4275,credit,mastercard,21962.0
2076,1335,credit,mastercard,9414.0
2077,1108,debit,mastercard,2060.0
2078,3007,credit,amex,10417.0
2079,2338,credit,visa,2074.0
2080,1932,credit,amex,6211.0
2081,4517,credit,mastercard,8299.0
2082,3496,credit,visa,2335.0
2083,3045,credit,mastercard,5756.0
2084,3939,credit,visa,6377.0
2085,4017,credit,visa,3584.0
2086,903,debit,visa,2467.0
2087,2207,debit,mastercard,1615.0
2088,4527,credit,visa,1107.0
2089,4073,credit,visa,7599.0
2090,303,credit,amex,11870.0
2091,1232,debit,amex,2288.0
2092,1325,credit,mastercard,13417.0
2093,2567,credit,visa,5358.0
2094,4075,credit,amex,4219.0
2095,2416,credit,visa,6603.0
2096,919,credit,visa,5482.0
2097,2787,credit,amex,4984.0
2098,1101,debit,visa,2382.0
2099,3391,credit,visa,4465.0
2100,4879,credit,mastercard,4364.0
2101,3162,debit,visa,2535.0
2102,4562,credit,visa,8170.0
2103,2723,credit,mastercard,4026.0
2104,4064,debit,amex,2594.0
2105,4701,credit,discover,3878.0
2106,870,debit,visa,1871.0
2107,3329,credit,mastercard,9271.0
2108,1276,debit,amex,2078.0
2109,424,debit,visa,3165.0
2110,1176,credit,visa,8671.0
2111,713,credit,visa,6455.0
2112,946,debit,visa,1321.0
2113,34,debit,visa,1838.0
2114,4853,debit,mastercard,2572.0
2115,2202,debit,mastercard,1550.0
2116,831,credit,visa,13044.0
2117,1717,debit,mastercard,1528.0
2118,3734,credit,visa,11225.0
2119,3161,credit,visa,3828.0
2120,256,debit,amex,1339.0
2121,740,credit,visa,3333.0
2122,2720,credit,mastercard,9165.0
2123,4850,credit,visa,4879.0
2124,355,credit,visa,5028.0
2125,4312,debit,amex,2183.0
2126,309,credit,visa,9257.0
2127,2478,credit,visa,9201.0
2128,1152,credit,mastercard,3637.0
2129,2118,credit,mastercard,2621.0
2130,4629,credit,amex,10779.0
2131,1079,credit,discover,2164.0
2132,3195,debit,visa,2280.0
2133,1667,credit,visa,4421.0
2134,3258,credit,mastercard,4177.0
2135,275,credit,visa,5322.0
2136,1489,credit,mastercard,3913.0
2137,4789,credit,visa,3612.0
2138,3619,credit,amex,7537.0
2139,4684,credit,amex,11307.0
2140,3408,debit,visa,1459.0
2141,927,credit,visa,7316.0
2142,2309,debit,discover,3408.0
2143,4390,debit,visa,2285.0
2144,3414,debit,visa,1611.0
2145,2602,credit,visa,4922.0
2146,4336,credit,visa,9694.0
2147,568,credit,visa,7845.0
2148,4802,credit,visa,2573.0
2149,631,debit,visa,1830.0
2150,4983,debit,mastercard,3289.0
2151,4023,credit,visa,3840.0
2152,2442,credit,mastercard,5874.0
2153,2382,credit,mastercard,8483.0
2154,164,debit,visa,1337.0
2155,1585,credit,discover,7454.0
2156,1146,credit,visa,4045.0
2157,3534,credit,visa,3575.0
2158,985,credit,mastercard,9025.0
2159,4030,debit,visa,2083.0
2160,1503,credit,visa,3671.0
2161,4252,credit,amex,10684.0
2162,1803,credit,amex,6591.0
2163,3763,debit,visa,5000.0
2164,3344,credit,visa,3237.0
2165,4948,credit,mastercard,8992.0
2166,2629,credit,visa,2945.0
2167,1764,credit,visa,4869.0
2168,3249,credit,mastercard,6370.0
2169,149,debit,visa,1141.0
2170,4860,debit,visa,1836.0
2171,3391,debit,mastercard,1820.0
2172,246,credit,mastercard,4412.0
2173,863,credit,visa,6970.0
2174,72,credit,amex,8319.0
2175,3336,credit,mastercard,9473.0
2176,3328,credit,mastercard,11222.0
2177,815,debit,visa,2053.0
2178,2732,credit,mastercard,9189.0
2179,2449,credit,mastercard,4176.0
2180,2414,credit,mastercard,6381.0
2181,3091,debit,mastercard,1919.0
2182,4267,credit,visa,10804.0
2183,4573,credit,visa,8823.0
2184,795,debit,amex,2396.0
2185,4721,credit,visa,6376.0
2186,2869,debit,mastercard,1694.0
2187,906,credit,amex,19823.0
2188,4660,debit,visa,1976.0
2189,1849,credit,discover,8029.0
2190,2230,credit,amex,3346.0
2191,4836,debit,mastercard,2572.0
2192,2900,debit,mastercard,2440.0
2193,716,credit,mastercard,10457.0
2194,350,credit,visa,4153.0
2195,4103,debit,mastercard,2371.0
2196,1746,debit,visa,3689.0
2197,499,credit,amex,7923.0
2198,207,credit,mastercard,5955.0
2199,4728,credit,mastercard,4923.0
2200,2862,debit,visa,2311.0
2201,2621,credit,visa,9007.0
2202,2953,debit,mastercard,1550.0
2203,2094,credit,visa,3871.0
2204,4755,debit,mastercard,1475.0
2205,3011,credit,mastercard,30000.0
2206,3193,credit,visa,5998.0
2207,4468,credit,visa,15170.0
2208,15,credit,visa,1821.0
2209,1596,credit,amex,5795.0
2210,4167,credit,visa,10694.0
2211,482,credit,visa,6686.0
2212,1649,credit,discover,4811.0
2213,818,debit,mastercard,2432.0
2214,3572,credit,mastercard,10857.0
2215,4219,credit,mastercard,19375.0
2216,1321,credit,mastercard,11302.0
2217,3438,credit,amex,5155.0
2218,3802,credit,amex,5905.0
2219,4528,credit,mastercard,5927.0
2220,4638,credit,mastercard,4300.0
2221,2278,credit,mastercard,6139.0
2222,397,debit,mastercard,1787.0
2223,3723,debit,mastercard,2052.0
2224,2722,credit,visa,10088.0
2225,2297,debit,mastercard,1439.0
2226,2703,credit,visa,4815.0
2227,3220,credit,visa,7143.0
2228,1433,debit,visa,2270.0
2229,1642,credit,visa,5034.0
2230,1709,credit,visa,9357.0
2231,2466,credit,visa,8396.0
2232,3381,debit,mastercard,2587.0
2233,211,credit,discover,7752.0
2234,1464,credit,visa,6392.0
2235,3641,credit,visa,4029.0
2236,154,credit,visa,6102.0
2237,3977,credit,mastercard,8234.0
2238,3846,debit,visa,3421.0
2239,1596,credit,visa,2846.0
2240,3126,credit,visa,7209.0
2241,2452,debit,visa,1044.0
2242,1253,credit,mastercard,2568.0
2243,747,credit,mastercard,4429.0
2244,4808,credit,visa,8483.0
2245,4298,credit,visa,13259.0
2246,4493,debit,mastercard,1754.0
2247,704,credit,discover,10825.0
2248,4822,credit,mastercard,2591.0
2249,3130,credit,mastercard,13343.0
2250,2562,credit,discover,5888.0
2251,1710,debit,visa,1558.0
2252,1176,credit,visa,7921.0
2253,1627,debit,mastercard,2701.0
2254,870,credit,visa,8587.0
2255,3951,credit,visa,6236.0
2256,4743,debit,mastercard,1052.0
2257,4836,debit,mastercard,3550.0
2258,4455,credit,visa,7299.0
2259,662,credit,visa,11308.0
2260,3705,debit,visa,1749.0
2261,4290,debit,visa,2233.0
2262,2553,credit,visa,4243.0
2263,2791,credit,visa,9545.0
2264,1923,debit,discover,2365.0
2265,4113,credit,visa,2935.0
2266,3518,credit,amex,11496.0
2267,3146,credit,discover,7814.0
2268,48,debit,visa,2754.0
2269,4803,credit,visa,5714.0
2270,2622,debit,amex,1380.0
2271,4780,credit,visa,9094.0
2272,3394,credit,visa,7716.0
2273,2605,debit,visa,1870.0
2274,3769,debit,mastercard,2900.0
2275,1234,debit,mastercard,1812.0
2276,2256,debit,mastercard,1157.0
2277,126,debit,visa,1702.0
2278,3726,credit,mastercard,8984.0
2279,1621,credit,mastercard,7233.0
2280,480,debit,mastercard,2448.0
2281,3982,credit,amex,2741.0
2282,1167,credit,visa,2459.0
2283,1120,credit,visa,5518.0
2284,724,credit,visa,12511.0
2285,3018,credit,mastercard,4664.0
2286,1700,debit,amex,1672.0
2287,2854,debit,visa,3510.0
2288,1721,credit,visa,3480.0
2289,3767,credit,discover,4201.0
2290,1870,credit,visa,7626.0
2291,3965,credit,amex,5188.0
2292,2330,credit,discover,5072.0
2293,75,debit,mastercard,1394.0
2294,2182,debit,visa,3848.0
2295,1226,credit,mastercard,8064.0
2296,2453,debit,visa,1775.0
2297,624,debit,visa,1588.0
2298,3763,credit,visa,6344.0
2299,3123,credit,visa,8262.0
2300,711,credit,discover,7072.0
2301,4892,debit,mastercard,2360.0
2302,1754,credit,visa,3275.0
2303,1050,debit,mastercard,1275.0
2304,1,debit,mastercard,1363.0
2305,1234,credit,visa,6794.0
2306,142,credit,visa,6934.0
2307,2416,credit,mastercard,8601.0
2308,3033,debit,mastercard,2355.0
2309,1851,credit,visa,4132.0
2310,4381,debit,mastercard,1127.0
2311,4831,credit,mastercard,2902.0
2312,1530,credit,visa,8087.0
2313,3189,credit,visa,8798.0
2314,2010,credit,mastercard,2975.0
2315,1369,credit,visa,7198.0
2316,1050,credit,visa,5954.0
2317,2608,debit,amex,5000.0
2318,714,credit,visa,12771.0
2319,3363,credit,visa,10105.0
2320,4421,credit,visa,12153.0
2321,1841,credit,visa,5527.0
2322,2861,credit,amex,7555.0
2323,4881,credit,visa,5848.0
2324,3525,credit,visa,4030.0
2325,2020,credit,mastercard,6914.0
2326,4410,debit,visa,2028.0
2327,213,credit,visa,5996.0
2328,2942,credit,mastercard,6441.0
2329,1263,credit,amex,6839.0
2330,902,debit,mastercard,2612.0
2331,2585,credit,visa,4953.0
2332,3567,credit,visa,3499.0
2333,3691,debit,visa,2202.0
2334,3740,debit,visa,2306.0
2335,1444,credit,amex,7935.0
2336,2070,credit,visa,3754.0
2337,566,credit,visa,6212.0
2338,3085,debit,visa,1577.0
2339,4020,credit,visa,3889.0
2340,2423,debit,visa,2339.0
2341,1564,credit,visa,6165.0
2342,1665,debit,mastercard,1950.0
2343,3251,credit,visa,7425.0
2344,3363,credit,mastercard,4983.0
2345,2382,credit,mastercard,5998.0
2346,1238,debit,visa,1865.0
2347,2053,credit,visa,5399.0
2348,1638,debit,visa,3718.0
2349,490,debit,mastercard,2193.0
2350,2029,credit,visa,12803.0
2351,4245,debit,visa,1965.0
2352,3074,credit,mastercard,7196.0
2353,668,credit,visa,4379.0
2354,4262,debit,mastercard,1792.0
2355,1068,credit,visa,7623.0
2356,3075,debit,visa,3096.0
2357,2839,credit,amex,4081.0
2358,3631,debit,mastercard,1974.0
2359,3832,credit,visa,7305.0
2360,1464,credit,mastercard,10381.0
2361,3889,debit,visa,2917.0
2362,2938,credit,visa,8325.0
2363,1749,debit,visa,2526.0
2364,520,credit,visa,10173.0
2365,2843,debit,visa,2155.0
