merchant_id,mcc,mcc_desc,merchant_country,chargeback_rate,merchant_size
556,5812,Restaurants,US,0.0025437137333939766,small
557,4829,Money Transfer,US,0.01573309578962357,small
558,4829,Money Transfer,GB,0.018151987063823198,small
559,5944,Jewelry,US,0.05656550374624037,small
560,5944,Jewelry,MX,0.06,mid
561,5411,Grocery Stores,US,0.019351897646539565,small
562,4829,Money Transfer,DE,0.04318117965919518,small
563,4111,Transit,FR,0.029378473028494567,small
564,5999,Misc Retail,GB,0.035351821530663796,small
565,4814,Telecom,US,0.019990079258693668,small
566,4111,Transit,GB,0.03977803541647186,mid
567,5732,Electronics,US,0.019460737064004533,mid
568,5999,Misc Retail,US,0.02295229998877316,enterprise
569,5812,Restaurants,US,0.011973859057173915,mid
570,5967,Direct Marketing,US,0.06,small
571,4814,Telecom,MX,0.02590294739358555,mid
572,5999,Misc Retail,CA,0.009590483670012351,mid
573,5944,Jewelry,US,0.05844332569595999,mid
574,4814,Telecom,US,0.02620569838006002,small
575,5812,Restaurants,US,0.0014916199591269493,small
576,5912,Drug Stores,US,0.02326446734182106,small
577,5541,Service Stations,CA,0.028449211425567368,small
578,5812,Restaurants,US,0.008952975984530674,small
579,6011,ATM/Cash,CA,0.022798297780189814,small
580,5912,Drug Stores,US,0.056007275160283226,mid
581,6011,ATM/Cash,US,0.028607513506000316,small
582,4111,Transit,US,0.030240295011504943,small
583,5812,Restaurants,US,0.002321239638246776,mid
584,6011,ATM/Cash,BR,0.021154328561207116,mid
585,5912,Drug Stores,MX,0.02282496518254503,small
586,4829,Money Transfer,FR,0.02795953282878571,small
587,5411,Grocery Stores,FR,0.030951056812104534,small
588,7995,Gambling,US,0.014086343606160588,mid
589,5999,Misc Retail,US,0.01647697560099919,mid
590,4111,Transit,CA,0.024793151149077618,small
591,6011,ATM/Cash,US,0.0351844388262582,mid
592,6011,ATM/Cash,GB,0.05023971194782753,mid
593,5541,Service Stations,US,0.004879877113299371,mid
594,5411,Grocery Stores,FR,0.021382124810836782,small
595,5541,Service Stations,US,0.004088165529787196,mid
596,6011,ATM/Cash,GB,0.03360257923022479,small
597,4111,Transit,US,0.01352247779228779,small
598,5944,Jewelry,US,0.030388983537750013,small
599,7011,Hotels,DE,0.06,small
600,4111,Transit,US,0.002982859544689051,small
601,5411,Grocery Stores,US,0.039795712221233855,small
602,5411,Grocery Stores,US,0.01251008516072932,small
603,4814,Telecom,US,0.021507319104553134,small
604,5912,Drug Stores,US,0.009860143485786864,mid
605,5732,Electronics,US,0.002359482960315307,mid
606,5732,Electronics,US,0.00786583649153158,small
607,7995,Gambling,US,0.025376414837124522,small
608,4829,Money Transfer,FR,0.06,small
609,5944,Jewelry,US,0.03753758225379811,mid
610,7995,Gambling,US,0.03076539819007021,mid
611,6011,ATM/Cash,US,0.03428475401758049,small
612,4111,Transit,US,0.04716256996722967,enterprise
613,5912,Drug Stores,CA,0.0371125605124561,mid
614,7011,Hotels,US,0.02552569690895691,mid
615,4829,Money Transfer,US,0.04406515855531247,mid
616,5944,Jewelry,US,0.04812074230748161,small
617,5999,Misc Retail,GB,0.014698521438332298,enterprise
618,5999,Misc Retail,US,0.0038633667368546164,mid
619,5967,Direct Marketing,US,0.020703689606944287,mid
620,5812,Restaurants,US,0.003644520663116352,mid
621,4829,Money Transfer,IN,0.018751956084276634,mid
622,4814,Telecom,US,0.024643362883688076,mid
623,6011,ATM/Cash,US,0.01793827414185301,small
624,5999,Misc Retail,CA,0.010480041507362545,small
625,4814,Telecom,US,0.019323591900778602,small
626,5999,Misc Retail,US,0.014702588627383233,mid
627,5411,Grocery Stores,US,0.009082312588294604,small
628,7011,Hotels,IN,0.043599607225597664,small
629,4829,Money Transfer,US,0.04577456864506858,enterprise
630,5541,Service Stations,US,0.019563950787414106,small
631,5912,Drug Stores,DE,0.018524637365428663,small
632,5967,Direct Marketing,US,0.025763932732632028,mid
633,5967,Direct Marketing,US,0.03233603268031239,small
634,6011,ATM/Cash,US,0.020401602882287706,small
635,4829,Money Transfer,US,0.01814834842060337,mid
636,4829,Money Transfer,US,0.018061653500268476,enterprise
637,5967,Direct Marketing,US,0.030837762623162762,small
638,4829,Money Transfer,CA,0.029188975683590933,small
639,5944,Jewelry,US,0.011660408457213046,small
640,5999,Misc Retail,GB,0.01328282816700575,mid
641,7011,Hotels,US,0.001963776095028578,small
642,5732,Electronics,US,0.018342658623460222,small
643,4111,Transit,US,0.01721606174541577,mid
644,4814,Telecom,US,0.01573338545475604,enterprise
645,5541,Service Stations,US,0.011805302945185024,small
646,5411,Grocery Stores,US,0.0011878365245848066,small
647,7995,Gambling,US,0.020954074495674935,mid
648,4829,Money Transfer,US,0.015627893433371745,small
649,5967,Direct Marketing,US,0.02028339145617858,mid
650,5411,Grocery Stores,FR,0.024040152086498037,small
651,7995,Gambling,US,0.028736622541136347,small
652,4111,Transit,US,0.014570976020180646,small
653,5732,Electronics,US,0.017812704651001016,small
654,4814,Telecom,US,0.017157561400010447,mid
655,5732,Electronics,US,0.018945489956970242,mid
656,5967,Direct Marketing,US,0.025003395659943882,mid
657,5967,Direct Marketing,US,0.020380804345992824,mid
658,4814,Telecom,US,0.008521406100876608,small
659,7011,Hotels,BR,0.027844686513478926,enterprise
660,7995,Gambling,US,0.011940973016932564,mid
661,5967,Direct Marketing,US,0.021737371180253137,small
662,5999,Misc Retail,IN,0.043652817486592055,mid
663,5967,Direct Marketing,US,0.03414119587876434,mid
664,7995,Gambling,US,0.05110043779100694,small
665,5411,Grocery Stores,US,0.03300035318446259,small
666,5944,Jewelry,FR,0.043004942594080865,small
667,5912,Drug Stores,US,0.008523259602270034,enterprise
668,4111,Transit,US,0.028500516593322135,mid
669,4829,Money Transfer,CA,0.023147018477611917,mid
670,5944,Jewelry,US,0.05280277123438948,mid
671,4814,Telecom,MX,0.03819170487045658,small
672,5411,Grocery Stores,IN,0.03271272498752187,enterprise
673,5967,Direct Marketing,US,0.017401783132545888,small
674,5999,Misc Retail,US,0.00792162937893016,mid
675,5411,Grocery Stores,US,0.01952892700724256,small
676,4829,Money Transfer,US,0.01772925548047659,small
677,5912,Drug Stores,US,0.018167757718380327,small
678,5999,Misc Retail,US,0.01791538707159187,small
679,5812,Restaurants,CA,0.06,small
680,7995,Gambling,MX,0.02846121354342607,small
681,5967,Direct Marketing,US,0.02212852925578771,mid
682,4111,Transit,US,0.00913149209875664,mid
683,5967,Direct Marketing,GB,0.04331366767734794,small
684,4829,Money Transfer,US,0.025173315124505602,small
685,5967,Direct Marketing,US,0.040158438413127315,small
686,5912,Drug Stores,US,0.023961522558886512,mid
687,5912,Drug Stores,GB,0.016880957623016835,small
688,5999,Misc Retail,US,0.007511279799530567,enterprise
689,7995,Gambling,US,0.05196104148042595,small
690,5967,Direct Marketing,US,0.015125626091310225,small
691,5999,Misc Retail,US,0.017124530567519957,mid
692,4814,Telecom,US,0.0044368158227575255,small
693,5912,Drug Stores,US,0.02091395447764432,small
694,4111,Transit,US,0.011820801231473199,enterprise
695,5944,Jewelry,CA,0.03157247520917083,small
696,5732,Electronics,US,0.016013668564374244,small
697,5912,Drug Stores,GB,0.029519097462210642,small
698,5732,Electronics,US,0.009323085142883778,mid
699,5944,Jewelry,US,0.027490056201337813,mid
700,4829,Money Transfer,CA,0.028105705343302728,small
701,7995,Gambling,US,0.013310800625753932,small
702,4814,Telecom,US,0.026225785170982962,small
703,5732,Electronics,US,0.0029014938399240862,small
704,4829,Money Transfer,US,0.031911074355168934,mid
705,5967,Direct Marketing,US,0.0384520090076475,small
706,4829,Money Transfer,DE,0.0389622154608292,mid
707,5967,Direct Marketing,GB,0.03180130756102831,mid
708,4111,Transit,US,0.008004083669692427,small
709,4829,Money Transfer,IN,0.022318792495513332,mid
710,7995,Gambling,US,0.013547156954100123,mid
711,7995,Gambling,US,0.025704439269857167,small
712,4814,Telecom,US,0.006122642519183254,small
713,5912,Drug Stores,CA,0.020206327575927288,mid
714,6011,ATM/Cash,US,0.019912325664670723,mid
715,5732,Electronics,DE,0.008910703162476651,mid
716,4814,Telecom,US,0.017016820372808127,small
717,6011,ATM/Cash,US,0.01948457557855845,mid
718,5812,Restaurants,US,0.019706367071205627,mid
719,5999,Misc Retail,GB,0.03444625967167788,small
720,4829,Money Transfer,GB,0.019203922431912483,small
721,5732,Electronics,US,0.008582768692077612,small
722,4814,Telecom,US,0.009457020550184802,mid
723,4111,Transit,US,0.06,small
724,5967,Direct Marketing,DE,0.018092921305380774,mid
725,4111,Transit,US,0.0018750623095554319,small
726,5732,Electronics,US,0.028145996643674228,mid
727,5411,Grocery Stores,US,0.014494867192713503,small
728,7011,Hotels,US,0.006416674130593981,mid
729,7995,Gambling,US,0.026156840920346452,small
730,4814,Telecom,NG,0.03532903999702756,mid
731,5944,Jewelry,US,0.016100458076769325,enterprise
732,5944,Jewelry,US,0.02561462978945936,small
733,7011,Hotels,US,0.009627588806630564,small
734,5812,Restaurants,US,0.005206024071743493,small
735,5541,Service Stations,US,0.006149599341269719,small
736,5732,Electronics,US,0.02619384070411156,mid
737,4829,Money Transfer,US,0.028288620368629926,small
738,5944,Jewelry,US,0.02759662644647761,mid
739,5967,Direct Marketing,US,0.029973453990372934,small
740,4829,Money Transfer,US,0.017705517041463024,enterprise
741,5812,Restaurants,DE,0.0300810541763063,small
742,5411,Grocery Stores,US,0.01772550867566154,enterprise
743,7995,Gambling,US,0.02548177221254075,small
744,5541,Service Stations,DE,0.04445742547171839,enterprise
745,5967,Direct Marketing,DE,0.02862883247217846,mid
746,7011,Hotels,US,0.014726492750161996,small
747,5411,Grocery Stores,US,0.011794102434566021,mid
748,5541,Service Stations,US,0.031198453826203176,small
749,5999,Misc Retail,US,0.015012498932594188,small
750,5411,Grocery Stores,US,0.021381010239380424,small
751,5999,Misc Retail,US,0.025992779855744788,mid
752,4111,Transit,US,0.0195955267119221,mid
753,5967,Direct Marketing,US,0.03004689862411289,small
754,4814,Telecom,US,0.0022805084400446735,mid
755,5812,Restaurants,CA,0.02169160594895409,small
756,5732,Electronics,US,0.05287988616910099,small
757,5944,Jewelry,US,0.014732353453132178,small
758,5732,Electronics,US,0.009403864515195499,small
759,4111,Transit,US,0.014586251711455563,mid
760,4829,Money Transfer,US,0.029437325220265338,small
761,5812,Restaurants,FR,0.03723479890825414,small
762,7011,Hotels,BR,0.012155693112007517,small
763,7995,Gambling,US,0.015749397839597667,mid
764,6011,ATM/Cash,FR,0.02287836948312527,mid
765,6011,ATM/Cash,US,0.011323113941702835,small
766,5999,Misc Retail,US,0.0028543702671842623,mid
767,7011,Hotels,US,0.012005897166536586,small
768,6011,ATM/Cash,US,0.041370812869728595,mid
769,6011,ATM/Cash,US,0.02782385414495285,small
770,6011,ATM/Cash,US,0.051895249303279274,small
771,4814,Telecom,FR,0.0214148176782338,small
772,5541,Service Stations,FR,0.02258035269826939,small
773,5732,Electronics,MX,0.007321335091774344,small
774,4814,Telecom,US,0.004780035640839833,mid
775,5541,Service Stations,IN,0.027182174109825687,small
776,4814,Telecom,CA,0.021275213537711078,small
777,4111,Transit,US,0.017538264883542154,mid
778,7011,Hotels,US,0.018117926781040895,mid
779,5999,Misc Retail,GB,0.028634602510932798,mid
780,5944,Jewelry,US,0.04571216273900541,small
781,7011,Hotels,US,0.015169015143919586,mid
782,5999,Misc Retail,NG,0.014051723074680375,mid
783,5732,Electronics,US,0.003972781060331605,small
784,7011,Hotels,US,0.003663837021844251,small
785,7995,Gambling,US,0.02875601707513922,small
786,4829,Money Transfer,US,0.04460916404773052,small
787,5999,Misc Retail,US,0.016143999638739363,mid
788,5912,Drug Stores,US,0.004210131906918375,mid
789,4829,Money Transfer,US,0.036080775054591424,small
790,5912,Drug Stores,US,0.03388935199720902,small
791,5967,Direct Marketing,US,0.028741830810922745,mid
792,5812,Restaurants,US,0.0064955680210463315,small
793,5732,Electronics,US,0.009144992217578618,small
794,4829,Money Transfer,US,0.023769988513582616,enterprise
795,5912,Drug Stores,US,0.005129181584855521,small
796,5912,Drug Stores,US,0.014149637230101339,mid
797,7995,Gambling,US,0.017715873498209748,mid
798,5912,Drug Stores,MX,0.014999155358202707,small
799,5411,Grocery Stores,US,0.06,small
800,4814,Telecom,US,0.023537882472437415,mid
